0.00000000,95.00000000,278.00000000,910.00000000,0.00190694
0.00000000,115.00000000,284.00000000,870.00000000,0.06651342
0.00000000,115.00000000,535.00000000,784.00000000,0.00202565
0.00000000,115.00000000,535.00000000,870.00000000,0.01224718
0.00000000,233.00000000,284.00000000,778.00000000,0.05827273
0.00000000,233.00000000,284.00000000,980.00000000,0.05827273
0.00000000,233.00000000,573.00000000,778.00000000,0.01096527
0.00000000,233.00000000,573.00000000,910.00000000,0.00709439
0.00000000,233.00000000,910.00000000,980.00000000,0.00687750
0.00000000,278.00000000,573.00000000,784.00000000,0.00228588
0.00000000,278.00000000,573.00000000,910.00000000,0.00190694
0.00000000,284.00000000,600.00000000,980.00000000,0.05817934
0.00000000,284.00000000,778.00000000,870.00000000,0.05829361
0.00000000,535.00000000,784.00000000,870.00000000,0.01793920
0.00000000,573.00000000,778.00000000,870.00000000,0.01460971
0.00000000,573.00000000,784.00000000,803.00000000,0.01790073
0.00000000,573.00000000,803.00000000,870.00000000,0.02861127
0.00000000,784.00000000,803.00000000,870.00000000,0.02861127
1.00000000,65.00000000,74.00000000,307.00000000,0.06824068
1.00000000,65.00000000,185.00000000,472.00000000,0.05992860
1.00000000,65.00000000,185.00000000,506.00000000,0.05992860
1.00000000,65.00000000,307.00000000,775.00000000,0.06341939
1.00000000,65.00000000,472.00000000,579.00000000,0.05992860
1.00000000,65.00000000,506.00000000,775.00000000,0.05992860
1.00000000,74.00000000,307.00000000,814.00000000,0.01064080
1.00000000,185.00000000,472.00000000,506.00000000,0.01087409
1.00000000,307.00000000,564.00000000,775.00000000,0.01486719
1.00000000,307.00000000,564.00000000,814.00000000,0.01283484
1.00000000,335.00000000,456.00000000,564.00000000,0.00216126
1.00000000,335.00000000,472.00000000,506.00000000,0.01942455
1.00000000,335.00000000,472.00000000,579.00000000,0.00224649
1.00000000,335.00000000,506.00000000,775.00000000,0.02038031
1.00000000,335.00000000,564.00000000,775.00000000,0.01911592
1.00000000,456.00000000,564.00000000,814.00000000,0.00195453
2.00000000,89.00000000,98.00000000,234.00000000,0.06192640
2.00000000,89.00000000,98.00000000,671.00000000,0.06192640
2.00000000,89.00000000,162.00000000,465.00000000,0.06192640
2.00000000,89.00000000,162.00000000,671.00000000,0.06192640
2.00000000,89.00000000,234.00000000,413.00000000,0.06217826
2.00000000,89.00000000,268.00000000,413.00000000,0.06744104
2.00000000,98.00000000,234.00000000,671.00000000,0.01976530
2.00000000,151.00000000,452.00000000,465.00000000,0.00226638
2.00000000,162.00000000,465.00000000,671.00000000,0.01135168
2.00000000,234.00000000,413.00000000,671.00000000,0.00397505
2.00000000,268.00000000,413.00000000,716.00000000,0.01424217
2.00000000,268.00000000,452.00000000,716.00000000,0.00187086
2.00000000,413.00000000,452.00000000,671.00000000,0.02082937
2.00000000,413.00000000,452.00000000,716.00000000,0.02082937
2.00000000,452.00000000,465.00000000,671.00000000,0.01754493
3.00000000,125.00000000,302.00000000,863.00000000,0.06179168
3.00000000,125.00000000,332.00000000,872.00000000,0.06683613
3.00000000,125.00000000,383.00000000,863.00000000,0.06179168
3.00000000,125.00000000,383.00000000,872.00000000,0.06302865
3.00000000,240.00000000,500.00000000,824.00000000,0.00213856
3.00000000,302.00000000,383.00000000,824.00000000,0.01536149
3.00000000,302.00000000,383.00000000,863.00000000,0.00936767
3.00000000,332.00000000,500.00000000,515.00000000,0.00232407
3.00000000,332.00000000,515.00000000,872.00000000,0.01126148
3.00000000,383.00000000,824.00000000,872.00000000,0.01536149
3.00000000,500.00000000,515.00000000,824.00000000,0.00205257
3.00000000,515.00000000,824.00000000,872.00000000,0.01126148
