605.50000000,639.50000000,729.50000000
461.50000000,304.50000000,167.50000000
136.50000000,453.50000000,560.50000000
452.50000000,797.50000000,273.50000000
529.50000000,155.50000000,636.50000000
852.50000000,504.50000000,342.50000000
285.50000000,773.50000000,605.50000000
349.50000000,433.50000000,828.50000000
733.50000000,803.50000000,462.50000000
245.50000000,540.50000000,261.50000000
774.50000000,374.50000000,634.50000000
700.50000000,211.50000000,370.50000000
304.50000000,210.50000000,423.50000000
614.50000000,565.50000000,166.50000000
608.50000000,397.50000000,839.50000000
852.50000000,607.50000000,573.50000000
528.50000000,846.50000000,607.50000000
300.50000000,245.50000000,673.50000000
170.50000000,648.50000000,447.50000000
385.50000000,651.50000000,772.50000000
664.50000000,366.50000000,227.50000000
494.50000000,181.50000000,336.50000000
734.50000000,676.50000000,296.50000000
213.50000000,547.50000000,725.50000000
418.50000000,505.50000000,157.50000000
266.50000000,336.50000000,266.50000000
458.50000000,269.50000000,793.50000000
398.50000000,849.50000000,457.50000000
777.50000000,536.50000000,740.50000000
701.50000000,199.50000000,566.50000000
803.50000000,353.50000000,447.50000000
282.50000000,721.50000000,308.50000000
732.50000000,754.50000000,649.50000000
164.50000000,426.50000000,384.50000000
644.50000000,261.50000000,725.50000000
571.50000000,754.50000000,401.50000000
509.50000000,555.50000000,852.50000000
267.50000000,343.50000000,534.50000000
472.50000000,663.50000000,174.50000000
455.50000000,225.50000000,506.50000000
211.50000000,386.50000000,698.50000000
253.50000000,613.50000000,582.50000000
760.50000000,600.50000000,437.50000000
600.50000000,744.50000000,234.50000000
588.50000000,140.50000000,460.50000000
702.50000000,515.50000000,289.50000000
523.50000000,772.50000000,744.50000000
553.50000000,426.50000000,138.50000000
265.50000000,769.50000000,453.50000000
409.50000000,306.50000000,310.50000000
375.50000000,611.50000000,273.50000000
843.50000000,465.50000000,534.50000000
789.50000000,371.50000000,300.50000000
650.50000000,534.50000000,818.50000000
330.50000000,166.50000000,557.50000000
549.50000000,301.50000000,281.50000000
483.50000000,434.50000000,781.50000000
424.50000000,749.50000000,612.50000000
446.50000000,268.50000000,652.50000000
665.50000000,416.50000000,712.50000000
224.50000000,520.50000000,468.50000000
719.50000000,615.50000000,641.50000000
266.50000000,678.50000000,705.50000000
628.50000000,770.50000000,547.50000000
366.50000000,361.50000000,713.50000000
388.50000000,733.50000000,390.50000000
753.50000000,692.50000000,533.50000000
375.50000000,393.50000000,215.50000000
252.50000000,328.50000000,397.50000000
547.50000000,684.50000000,836.50000000
338.50000000,533.50000000,749.50000000
277.50000000,618.50000000,383.50000000
170.50000000,556.50000000,360.50000000
599.50000000,259.50000000,605.50000000
522.50000000,852.50000000,467.50000000
686.50000000,699.50000000,414.50000000
705.50000000,285.50000000,478.50000000
139.50000000,576.50000000,564.50000000
777.50000000,470.50000000,431.50000000
389.50000000,763.50000000,727.50000000
847.50000000,504.50000000,648.50000000
552.50000000,331.50000000,754.50000000
586.50000000,239.50000000,384.50000000
160.50000000,364.50000000,484.50000000
632.50000000,626.50000000,265.50000000
266.50000000,441.50000000,321.50000000
618.50000000,744.50000000,676.50000000
717.50000000,675.50000000,742.50000000
225.50000000,484.50000000,628.50000000
704.50000000,328.50000000,366.50000000
412.50000000,165.50000000,416.50000000
395.50000000,566.50000000,850.50000000
669.50000000,766.50000000,323.50000000
729.50000000,270.50000000,651.50000000
666.50000000,266.50000000,278.50000000
682.50000000,478.50000000,185.50000000
315.50000000,246.50000000,310.50000000
219.50000000,706.50000000,532.50000000
517.50000000,711.50000000,299.50000000
488.50000000,560.50000000,222.50000000
377.50000000,704.50000000,212.50000000
311.50000000,480.50000000,197.50000000
470.50000000,805.50000000,383.50000000
362.50000000,771.50000000,525.50000000
490.50000000,666.50000000,745.50000000
534.50000000,232.50000000,713.50000000
425.50000000,170.50000000,609.50000000
856.50000000,559.50000000,476.50000000
482.50000000,408.50000000,222.50000000
788.50000000,312.50000000,546.50000000
786.50000000,581.50000000,305.50000000
770.50000000,537.50000000,575.50000000
631.50000000,849.50000000,474.50000000
766.50000000,400.50000000,744.50000000
261.50000000,237.50000000,517.50000000
510.50000000,356.50000000,849.50000000
673.50000000,557.50000000,717.50000000
268.50000000,453.50000000,757.50000000
342.50000000,276.50000000,581.50000000
562.50000000,330.50000000,180.50000000
439.50000000,836.50000000,553.50000000
360.50000000,266.50000000,756.50000000
793.50000000,470.50000000,263.50000000
211.50000000,630.50000000,300.50000000
687.50000000,175.50000000,466.50000000
552.50000000,193.50000000,542.50000000
194.50000000,377.50000000,597.50000000
553.50000000,821.50000000,328.50000000
571.50000000,655.50000000,190.50000000
287.50000000,367.50000000,635.50000000
349.50000000,295.50000000,227.50000000
750.50000000,467.50000000,671.50000000
522.50000000,754.50000000,646.50000000
700.50000000,415.50000000,306.50000000
580.50000000,420.50000000,234.50000000
829.50000000,665.50000000,467.50000000
571.50000000,478.50000000,795.50000000
351.50000000,572.50000000,185.50000000
322.50000000,799.50000000,358.50000000
531.50000000,775.50000000,528.50000000
419.50000000,361.50000000,798.50000000
469.50000000,251.50000000,254.50000000
343.50000000,709.50000000,651.50000000
413.50000000,696.50000000,303.50000000
449.50000000,822.50000000,672.50000000
509.50000000,191.50000000,432.50000000
725.50000000,788.50000000,558.50000000
