0.00000000,15.00000000,25.00000000,656.00000000,0.03104065
0.00000000,15.00000000,25.00000000,692.00000000,0.03104065
0.00000000,15.00000000,333.00000000,462.00000000,0.03513396
0.00000000,15.00000000,333.00000000,656.00000000,0.03104065
0.00000000,15.00000000,462.00000000,692.00000000,0.03513396
0.00000000,23.00000000,92.00000000,577.00000000,0.01200348
0.00000000,23.00000000,92.00000000,603.00000000,0.01144942
0.00000000,23.00000000,333.00000000,462.00000000,0.01235443
0.00000000,23.00000000,333.00000000,603.00000000,0.01177745
0.00000000,23.00000000,462.00000000,577.00000000,0.01203326
0.00000000,25.00000000,403.00000000,656.00000000,0.01155916
0.00000000,25.00000000,403.00000000,692.00000000,0.01118428
0.00000000,92.00000000,341.00000000,577.00000000,0.00144420
0.00000000,92.00000000,341.00000000,841.00000000,0.00129982
0.00000000,92.00000000,603.00000000,841.00000000,0.00130631
0.00000000,234.00000000,692.00000000,841.00000000,0.00240570
0.00000000,234.00000000,692.00000000,965.00000000,0.00264244
0.00000000,234.00000000,841.00000000,965.00000000,0.00338404
0.00000000,279.00000000,403.00000000,692.00000000,0.00136946
0.00000000,279.00000000,403.00000000,972.00000000,0.00118695
0.00000000,279.00000000,514.00000000,692.00000000,0.00117511
0.00000000,279.00000000,514.00000000,965.00000000,0.00265288
0.00000000,279.00000000,603.00000000,965.00000000,0.00306973
0.00000000,279.00000000,603.00000000,972.00000000,0.00116247
0.00000000,333.00000000,403.00000000,510.00000000,0.01145099
0.00000000,333.00000000,403.00000000,603.00000000,0.01145099
0.00000000,333.00000000,510.00000000,656.00000000,0.01155916
0.00000000,341.00000000,462.00000000,577.00000000,0.00133075
0.00000000,341.00000000,462.00000000,692.00000000,0.00150679
0.00000000,341.00000000,692.00000000,841.00000000,0.00129240
0.00000000,403.00000000,510.00000000,656.00000000,0.01155916
0.00000000,403.00000000,603.00000000,972.00000000,0.00100693
0.00000000,514.00000000,692.00000000,965.00000000,0.00264244
0.00000000,584.00000000,603.00000000,841.00000000,0.00121300
0.00000000,584.00000000,603.00000000,965.00000000,0.00476402
0.00000000,584.00000000,841.00000000,965.00000000,0.00476402
1.00000000,2.00000000,647.00000000,905.00000000,0.04175925
1.00000000,15.00000000,28.00000000,737.00000000,0.01488547
1.00000000,15.00000000,647.00000000,737.00000000,0.01432787
1.00000000,16.00000000,58.00000000,578.00000000,0.02046928
1.00000000,16.00000000,58.00000000,753.00000000,0.01955139
1.00000000,16.00000000,166.00000000,578.00000000,0.02087297
1.00000000,16.00000000,312.00000000,566.00000000,0.01593113
1.00000000,16.00000000,312.00000000,905.00000000,0.03914303
1.00000000,16.00000000,566.00000000,659.00000000,0.01610798
1.00000000,16.00000000,659.00000000,753.00000000,0.01840675
1.00000000,28.00000000,737.00000000,911.00000000,0.00757485
1.00000000,58.00000000,265.00000000,355.00000000,0.02107969
1.00000000,58.00000000,265.00000000,578.00000000,0.02084037
1.00000000,58.00000000,307.00000000,355.00000000,0.02031172
1.00000000,58.00000000,307.00000000,753.00000000,0.01961184
1.00000000,158.00000000,546.00000000,647.00000000,0.01287040
1.00000000,158.00000000,546.00000000,659.00000000,0.00140368
