0.00000000,61.00000000,28.88252068
0.00000000,104.00000000,17.08498383
0.00000000,116.00000000,25.17916679
0.00000000,169.00000000,33.44105911
0.00000000,197.00000000,33.86896515
0.00000000,228.00000000,9.99037266
0.00000000,269.00000000,20.58978844
0.00000000,326.00000000,11.01128006
0.00000000,338.00000000,26.39136505
0.00000000,340.00000000,4.74990559
0.00000000,381.00000000,11.15367413
0.00000000,389.00000000,41.09241104
0.00000000,469.00000000,10.92538548
0.00000000,547.00000000,3.57737136
0.00000000,596.00000000,4.01263142
0.00000000,652.00000000,12.04617596
0.00000000,680.00000000,16.82805634
0.00000000,762.00000000,2.98546720
0.00000000,878.00000000,18.12291145
0.00000000,956.00000000,4.13130569
0.00000000,959.00000000,6.18011761
1.00000000,47.00000000,18.29863358
1.00000000,119.00000000,18.93491936
1.00000000,130.00000000,25.74051094
1.00000000,141.00000000,12.25321865
1.00000000,235.00000000,15.70637226
1.00000000,247.00000000,21.06918907
1.00000000,268.00000000,12.98590946
1.00000000,412.00000000,5.95684242
1.00000000,465.00000000,10.98536015
1.00000000,535.00000000,10.81114864
1.00000000,615.00000000,12.95234203
1.00000000,661.00000000,5.48175716
1.00000000,672.00000000,25.25196838
1.00000000,722.00000000,5.35992336
2.00000000,77.00000000,30.61397934
2.00000000,83.00000000,10.98202229
2.00000000,174.00000000,33.03659058
2.00000000,192.00000000,11.36184597
2.00000000,274.00000000,24.18130684
2.00000000,354.00000000,4.86926842
2.00000000,384.00000000,8.40645409
2.00000000,415.00000000,4.54034996
2.00000000,429.00000000,8.59900665
2.00000000,565.00000000,14.89438534
2.00000000,750.00000000,15.36113071
2.00000000,770.00000000,10.14643574
2.00000000,790.00000000,4.76637316
2.00000000,863.00000000,5.10033369
2.00000000,901.00000000,5.21283436
2.00000000,946.00000000,4.41273880
3.00000000,43.00000000,23.98755455
3.00000000,100.00000000,31.26550674
3.00000000,127.00000000,12.69742966
3.00000000,138.00000000,36.34497070
3.00000000,190.00000000,13.72887707
3.00000000,226.00000000,23.59608650
3.00000000,277.00000000,15.62666035
3.00000000,355.00000000,9.00944805
3.00000000,396.00000000,10.99960995
3.00000000,422.00000000,6.93491220
3.00000000,443.00000000,11.13305569
3.00000000,556.00000000,17.23244667
3.00000000,557.00000000,5.55758286
3.00000000,676.00000000,20.98038673
3.00000000,691.00000000,21.82419395
3.00000000,757.00000000,8.27128506
3.00000000,801.00000000,5.09702396
3.00000000,824.00000000,23.35319138
3.00000000,841.00000000,19.15401077
4.00000000,167.00000000,8.85632420
4.00000000,280.00000000,8.81816006
4.00000000,314.00000000,4.96648169
4.00000000,363.00000000,7.26156902
4.00000000,385.00000000,6.20736456
4.00000000,528.00000000,5.71425009
4.00000000,550.00000000,8.20176601
4.00000000,655.00000000,14.45124435
4.00000000,870.00000000,5.86041832
4.00000000,884.00000000,3.98405623
4.00000000,888.00000000,5.50181198
5.00000000,52.00000000,18.18875504
5.00000000,110.00000000,9.40979958
5.00000000,122.00000000,19.00032997
5.00000000,150.00000000,21.21579361
5.00000000,166.00000000,21.22462654
5.00000000,232.00000000,5.96400452
5.00000000,248.00000000,13.42482090
5.00000000,319.00000000,14.61236477
5.00000000,383.00000000,10.69306183
5.00000000,489.00000000,10.90976524
5.00000000,595.00000000,14.60968399
5.00000000,624.00000000,9.23711681
5.00000000,631.00000000,8.04351330
5.00000000,773.00000000,5.19924402
5.00000000,953.00000000,21.30452347
5.00000000,992.00000000,26.63432884
6.00000000,183.00000000,26.85547447
6.00000000,199.00000000,15.71154881
6.00000000,201.00000000,3.87839484
6.00000000,273.00000000,11.63864803
6.00000000,323.00000000,7.96755552
6.00000000,332.00000000,6.57507229
6.00000000,365.00000000,14.01058578
6.00000000,509.00000000,7.23034668
6.00000000,541.00000000,3.38528228
6.00000000,549.00000000,7.64745617
6.00000000,589.00000000,9.86832809
6.00000000,663.00000000,9.16747379
6.00000000,851.00000000,4.82621765
7.00000000,117.00000000,13.75154972
7.00000000,242.00000000,14.55062294
7.00000000,283.00000000,13.87802029
7.00000000,292.00000000,24.56451607
7.00000000,403.00000000,8.47406483
7.00000000,419.00000000,28.77412796
7.00000000,474.00000000,11.82042122
7.00000000,559.00000000,13.45863438
7.00000000,723.00000000,24.29205322
7.00000000,771.00000000,4.87122631
7.00000000,778.00000000,6.90387249
7.00000000,875.00000000,3.99062395
7.00000000,925.00000000,8.21311283
7.00000000,932.00000000,4.30811119
7.00000000,995.00000000,12.39050770
8.00000000,135.00000000,26.81692886
8.00000000,146.00000000,9.53670979
8.00000000,172.00000000,24.31963730
8.00000000,301.00000000,17.61984825
8.00000000,370.00000000,10.18270588
